timestamp,target_object,confidence,location
2025-02-08 02:04:50.287971,person,0.837787926197052,"[151, 1, 479, 479]"
2025-02-08 02:04:52.991075,person,0.7890748977661133,"[161, 3, 484, 479]"
2025-02-08 02:04:55.791344,person,0.8618062138557434,"[154, 0, 485, 479]"
2025-02-08 02:04:59.081903,person,0.8692520260810852,"[158, 0, 484, 479]"
2025-02-08 02:05:15.576104,person,0.7764358520507812,"[135, 22, 529, 479]"
2025-02-08 02:05:18.297714,person,0.8108830451965332,"[131, 29, 535, 479]"
2025-02-08 02:09:53.614371,person,0.812213122844696,"[117, 6, 638, 478]"
2025-02-08 02:09:56.521289,person,0.8344203233718872,"[70, 1, 639, 479]"
2025-02-08 02:09:59.415739,person,0.8759331107139587,"[68, 7, 638, 478]"
2025-02-08 02:10:02.145062,person,0.887749969959259,"[68, 14, 638, 479]"
2025-02-08 02:10:05.017230,person,0.8770321607589722,"[67, 5, 639, 479]"
2025-02-08 02:10:07.949325,person,0.8561895489692688,"[70, 2, 639, 479]"
2025-02-08 02:10:10.460538,person,0.8615682721138,"[72, 13, 639, 479]"
2025-02-08 02:10:13.007787,person,0.8818066120147705,"[64, 27, 637, 479]"
